orderID,orderPrice,salesTax,orderDate,orderTime,tips,employeeID,customerID
24569,16.64,0.74,2026-01-29,19:14:09,4,7,120
24570,22.33,1.08,2025-08-25,17:18:27,4,3,22
24571,18.71,0.81,2025-11-02,16:59:10,5,2,225
24572,13.09,0.59,2025-08-06,14:50:55,3,8,192
24573,43.36,2.26,2025-07-26,15:26:10,5,1,95
24574,22.54,1.09,2026-01-22,11:07:11,4,7,112
24575,40.57,2.27,2025-05-16,17:45:48,2,1,16
24576,20.7,1.1,2025-12-27,19:51:59,2,9,159
24577,26.92,1.47,2025-06-22,11:03:10,2,10,34
24578,32.28,1.78,2025-04-21,15:22:21,2,5,35
24579,19.17,1.07,2025-05-24,12:37:06,1,9,144
24580,38.59,2.09,2026-02-15,19:19:59,3,2,219
24581,8.12,0.42,2025-10-13,11:57:08,1,4,236
24582,8.86,0.46,2025-04-28,22:19:48,1,1,158
24583,10.55,0.5,2026-01-22,17:54:20,2,5,174
24584,27.53,1.38,2025-09-14,18:20:27,4,3,192
24585,14.28,0.78,2025-05-18,17:52:14,1,8,101
24586,29.6,1.45,2025-04-03,15:24:24,5,9,161
24587,15.16,0.66,2025-12-30,19:25:55,4,1,6
24588,31.95,1.7,2026-03-29,16:29:47,3,6,118
24589,46.92,2.47,2025-05-08,18:58:50,5,6,33
24590,25.9,1.35,2025-05-09,21:07:03,3,5,19
24591,65.11,3.71,2025-10-31,13:59:44,2,7,235
24592,30.54,1.74,2025-09-17,18:14:05,1,4,182
24593,14.54,0.74,2025-01-23,14:22:19,2,2,29
24594,11.3,0.55,2025-01-16,18:11:44,2,7,115
24595,8.17,0.42,2025-08-05,14:39:45,1,3,36
24596,17.84,0.99,2026-01-08,17:05:44,1,9,177
24597,24.3,1.25,2025-02-02,13:26:02,3,3,192
24598,29.17,1.42,2026-03-24,18:32:24,5,3,119
24599,23.41,1.26,2025-05-11,13:03:57,2,4,66
24600,23.39,1.14,2025-07-17,14:00:27,4,9,33
24601,29.25,1.6,2025-11-26,19:33:25,2,7,38
24602,35.02,1.77,2025-01-31,11:44:05,5,1,8
24603,30.88,1.58,2025-05-26,12:29:19,4,1,148
24604,15.64,0.74,2026-02-13,15:53:29,3,6,44
24605,11.19,0.54,2025-07-14,22:25:13,2,3,89
24606,18.53,1.03,2025-11-06,19:24:28,1,2,123
24607,44.56,2.56,2025-06-15,17:53:37,1,3,218
24608,6.79,0.34,2026-04-02,18:39:17,1,9,225
24609,12.16,0.66,2025-08-21,12:31:53,1,6,241
24610,26.73,1.28,2025-08-02,11:53:03,5,8,120
24611,6.9,0.35,2025-04-07,20:46:09,1,8,150
24612,9.59,0.39,2025-05-13,11:13:53,3,5,6
24613,36.41,1.91,2025-12-21,14:01:39,4,6,145
24614,29.92,1.52,2025-04-05,13:19:08,4,10,104
24615,14.73,0.63,2025-03-11,13:52:04,4,3,20
24616,15.86,0.76,2025-01-20,19:02:37,3,7,242
24617,16.22,0.72,2025-07-18,11:55:03,4,9,198
24618,29.9,1.7,2025-05-20,20:40:01,1,9,59
24619,25.16,1.36,2026-01-05,12:50:23,2,8,176
24620,18.81,0.81,2025-12-16,20:43:35,5,7,219
24621,10.76,0.46,2025-01-13,12:09:01,3,2,94
24622,9.06,0.36,2026-03-28,20:28:45,3,2,50
24623,6.31,0.31,2025-11-09,13:59:58,1,4,198
24624,22.8,1.05,2025-03-07,20:04:38,5,2,80
24625,11.85,0.4,2025-10-22,11:56:26,5,8,91
24626,24.24,1.19,2025-04-20,12:24:54,4,9,247
24627,30.33,1.73,2026-01-29,18:13:03,1,4,23
24628,34.19,1.89,2025-10-03,13:39:05,2,8,64
24629,34.57,1.92,2025-02-20,14:42:06,2,9,109
24630,17.26,0.96,2025-10-30,13:08:51,1,1,162
24631,6.26,0.31,2025-04-25,14:33:29,1,9,215
24632,10.98,0.53,2025-10-11,15:04:54,2,5,136
24633,16.27,0.72,2025-10-03,21:30:40,4,8,53
24634,15.16,0.66,2026-01-04,16:48:00,4,7,146
24635,32.05,1.65,2025-03-25,18:58:50,4,7,144
24636,17.71,0.81,2025-07-18,14:23:07,4,2,15
24637,13.87,0.52,2025-11-22,15:00:00,5,5,56
24638,28.62,1.57,2026-02-13,11:57:42,2,2,25
24639,36.89,1.99,2025-04-17,14:41:41,3,8,100
24640,12.69,0.69,2025-06-10,15:06:33,1,4,198
24641,9.22,0.42,2025-03-23,15:29:58,2,7,113
24642,17.64,0.74,2025-01-17,12:55:12,5,2,218
24643,17.82,0.87,2025-04-18,20:20:21,3,10,132
24644,20.2,0.95,2025-07-02,12:01:17,4,6,126
24645,25.86,1.46,2026-03-30,14:04:47,1,1,100
24646,19.45,0.85,2025-05-21,21:58:59,5,1,4
24647,16.37,0.67,2025-12-22,13:00:18,5,8,210
24648,28.67,1.57,2025-11-29,19:16:23,2,3,227
24649,15.79,0.69,2025-08-10,12:41:07,4,9,109
24650,34.47,1.97,2025-01-27,15:09:07,1,2,231
24651,26.59,1.39,2025-03-07,19:22:07,3,8,174
24652,11.11,0.36,2026-03-15,19:40:29,5,1,62
24653,36.98,1.88,2026-01-29,17:04:25,5,6,7
24654,21.21,1.01,2025-01-16,16:54:59,4,9,9
24655,15.94,0.64,2025-12-28,17:48:14,5,9,241
24656,36.03,1.83,2025-05-09,11:52:15,5,8,23
24657,8.86,0.46,2025-12-08,17:03:36,1,5,146
24658,46.03,2.53,2025-07-18,17:16:40,3,2,31
24659,36.31,1.96,2025-07-20,17:57:16,3,2,61
24660,20.73,0.93,2025-09-20,15:19:45,5,6,150
24661,8.58,0.33,2025-02-20,11:04:31,3,6,193
24662,22.54,1.09,2026-01-17,13:26:21,4,5,8
24663,14.09,0.59,2025-05-13,16:28:21,4,9,200
24664,8.69,0.39,2025-08-18,20:54:33,2,4,153
24665,13.23,0.48,2025-12-19,14:24:38,5,10,106
24666,13.37,0.67,2025-08-19,21:35:18,2,9,69
24667,17.64,0.74,2025-05-31,14:32:49,5,1,197
24668,12.17,0.42,2025-11-30,18:40:22,5,3,152
24669,32.0,1.65,2025-11-03,15:06:27,4,4,173
24670,31.21,1.66,2025-10-19,21:01:08,3,1,94
24671,37.3,1.9,2025-10-10,20:50:24,5,8,219
24672,6.79,0.34,2025-06-12,20:36:34,1,7,242
24673,40.24,2.19,2026-03-13,19:25:45,3,6,225
24674,9.97,0.47,2025-04-12,16:45:41,2,5,195
24675,37.53,2.03,2025-04-30,19:19:38,3,6,16
24676,25.07,1.42,2025-05-17,13:55:47,1,3,160
24677,15.71,0.81,2025-06-02,15:27:49,2,4,90
24678,25.03,1.18,2026-01-19,12:47:17,5,3,219
24679,21.24,1.19,2025-05-21,21:20:22,1,8,97
24680,9.92,0.47,2026-03-12,14:27:36,2,7,216
24681,23.38,1.08,2025-08-11,21:01:56,5,7,18
24682,25.46,1.26,2025-03-14,11:58:45,4,6,208
24683,32.54,1.74,2026-02-11,15:41:21,3,1,32
24684,38.02,2.12,2025-10-16,15:48:06,2,5,34
24685,17.11,0.71,2025-10-13,20:37:02,5,6,171
24686,18.05,1.0,2025-06-19,19:26:20,1,8,72
24687,28.82,1.52,2025-09-08,15:30:16,3,9,4
24688,20.18,1.13,2026-02-07,14:13:35,1,4,122
24689,36.31,1.96,2026-02-05,13:38:08,3,2,136
24690,14.28,0.78,2025-03-01,19:57:29,1,3,95
24691,40.33,2.08,2025-05-28,20:50:47,5,4,30
24692,38.73,1.98,2026-02-11,11:55:26,5,8,140
24693,40.98,2.23,2025-09-07,20:55:33,3,1,13
24694,35.92,1.82,2026-01-30,14:00:16,5,9,233
24695,32.42,1.67,2025-04-28,11:25:07,4,7,110
24696,21.53,1.03,2026-01-04,17:04:49,4,7,146
24697,22.61,1.21,2025-06-28,18:04:37,2,5,139
24698,28.69,1.39,2025-02-09,16:21:35,5,1,249
24699,31.14,1.54,2025-04-20,14:43:59,5,3,118
24700,20.01,1.06,2025-01-23,13:08:24,2,10,65
24701,29.87,1.52,2025-07-29,18:37:57,4,10,68
24702,8.68,0.33,2025-09-25,16:46:48,3,6,21
24703,19.32,1.02,2026-03-17,20:16:09,2,9,104
24704,35.32,2.02,2025-01-08,19:32:10,1,10,175
24705,11.17,0.42,2025-04-15,17:43:21,4,3,108
24706,21.9,1.05,2025-07-13,12:20:07,4,3,213
24707,14.22,0.72,2025-10-03,17:10:16,2,7,242
24708,17.96,0.76,2026-03-03,19:13:05,5,3,54
24709,23.98,1.23,2025-04-21,15:58:57,3,9,200
24710,26.53,1.38,2025-02-15,20:04:04,3,4,28
24711,9.91,0.41,2025-10-29,15:53:20,3,7,71
24712,17.57,0.97,2026-01-25,11:07:21,1,5,204
24713,14.16,0.66,2026-03-22,20:24:01,3,9,29
24714,26.8,1.4,2025-01-08,21:22:21,3,7,150
24715,30.14,1.54,2025-12-12,16:51:15,4,8,140
24716,30.34,1.49,2025-05-14,13:19:00,5,3,127
24717,23.35,1.2,2025-04-09,20:34:01,3,4,3
24718,22.54,1.09,2025-01-14,21:07:58,4,8,62
24719,23.07,1.12,2025-03-11,11:49:03,4,9,74
24720,31.33,1.78,2025-12-02,13:22:51,1,9,210
24721,7.32,0.37,2026-03-14,14:01:45,1,6,42
24722,30.35,1.55,2025-10-20,18:53:07,4,2,71
24723,21.13,1.18,2025-12-03,17:57:29,1,3,159
24724,43.29,2.49,2025-12-25,14:00:35,1,9,100
24725,41.1,2.3,2026-01-25,14:00:20,2,9,226
24726,18.9,1.05,2025-01-05,13:56:05,1,3,170
24727,38.0,2.0,2025-03-20,20:30:11,4,5,146
24728,24.02,1.12,2025-05-19,16:07:55,5,7,159
24729,16.03,0.88,2025-02-16,17:30:03,1,5,179
24730,13.86,0.76,2025-04-15,18:36:50,1,6,131
24731,13.11,0.71,2025-03-26,15:00:30,1,2,223
24732,19.45,0.85,2025-08-20,11:41:23,5,8,36
24733,27.12,1.42,2025-09-10,13:55:43,3,2,167
24734,28.62,1.62,2025-11-15,11:40:01,1,6,63
24735,18.42,1.02,2025-05-01,15:10:29,1,9,14
24736,16.24,0.84,2025-09-14,17:22:14,2,6,142
24737,37.26,1.96,2026-03-21,16:05:16,4,3,146
24738,28.84,1.64,2025-04-27,19:22:30,1,4,27
24739,46.89,2.64,2025-02-14,16:43:58,2,8,222
24740,22.04,1.24,2025-05-07,19:31:06,1,5,46
24741,39.62,2.27,2025-06-01,20:36:26,1,1,117
24742,31.27,1.72,2025-08-30,17:58:21,2,1,23
24743,31.93,1.58,2025-01-08,13:30:31,5,10,190
24744,7.85,0.4,2025-02-07,14:27:50,1,5,10
24745,25.57,1.27,2025-03-29,21:47:39,4,1,115
24746,13.09,0.59,2025-09-21,17:17:25,3,4,126
24747,11.38,0.43,2025-11-27,12:38:31,4,2,75
24748,7.62,0.27,2026-03-15,17:08:59,3,2,25
24749,13.22,0.72,2025-12-08,13:43:57,1,10,35
24750,9.23,0.48,2025-11-08,13:02:11,1,2,145
24751,23.34,1.14,2025-06-24,17:26:54,4,5,117
24752,19.49,1.09,2025-11-20,13:10:54,1,3,130
24753,28.5,1.5,2026-02-07,13:46:06,3,4,183
24754,15.41,0.61,2025-01-29,18:18:29,5,9,201
24755,28.82,1.52,2025-08-07,21:17:38,3,8,72
24756,15.28,0.78,2025-06-06,12:29:53,2,7,209
24757,17.3,0.9,2026-01-04,12:39:04,2,7,153
24758,13.22,0.72,2025-05-05,12:16:22,1,7,140
24759,21.69,1.04,2025-07-03,18:38:08,4,8,6
24760,34.67,1.92,2025-05-11,19:47:45,2,2,234
24761,16.71,0.81,2025-11-25,21:29:28,3,4,26
24762,38.04,1.94,2026-01-20,21:55:56,5,4,5
24763,18.53,1.03,2025-12-04,12:49:31,1,10,213
24764,18.03,0.88,2025-10-21,16:27:34,3,10,54
24765,26.85,1.4,2025-08-15,21:47:03,3,6,62
24766,24.74,1.34,2025-06-28,12:38:22,2,3,212
24767,22.38,1.08,2025-11-03,12:34:54,4,8,125
24768,24.12,1.12,2025-02-22,17:47:46,5,9,29
24769,22.2,1.25,2025-09-02,19:45:56,1,7,246
24770,7.58,0.33,2025-03-10,21:10:18,2,2,179
24771,10.11,0.36,2026-02-23,15:29:06,4,8,54
24772,15.02,0.82,2026-02-18,15:06:32,1,4,74
24773,18.66,0.86,2025-10-06,20:47:25,4,1,12
24774,19.83,0.93,2025-06-20,18:41:59,4,6,9
24775,22.2,1.25,2025-11-24,22:13:23,1,3,133
24776,8.42,0.32,2026-01-18,11:37:42,3,4,64
24777,27.74,1.34,2025-12-11,17:58:22,5,5,195
24778,19.73,0.93,2025-01-18,17:14:58,4,8,244
24779,34.71,1.81,2025-11-20,14:35:59,4,7,20
24780,27.47,1.32,2026-01-25,14:18:08,5,3,5
24781,29.21,1.66,2025-04-18,19:00:32,1,5,35
24782,39.76,2.16,2025-01-03,11:01:21,3,2,119
24783,24.66,1.16,2026-03-07,18:06:38,5,8,105
24784,17.64,0.74,2025-12-06,20:38:03,5,4,5
24785,17.27,0.72,2025-03-03,14:34:45,5,7,192
24786,11.09,0.59,2026-01-04,20:48:39,1,3,178
24787,16.02,0.77,2025-02-11,21:42:24,3,2,179
24788,26.91,1.41,2025-08-16,15:36:25,3,7,30
24789,12.09,0.59,2026-02-21,21:46:21,2,4,51
24790,33.55,1.8,2025-12-14,15:56:02,3,10,147
24791,24.99,1.29,2026-03-19,16:42:36,3,10,197
24792,38.98,2.23,2025-09-07,13:24:34,1,1,193
24793,18.83,0.93,2025-07-06,20:11:54,3,10,23
24794,13.52,0.62,2025-02-25,18:45:18,3,2,147
24795,10.84,0.34,2025-06-15,17:56:00,5,1,208
24796,8.85,0.4,2025-11-21,19:23:04,2,4,204
24797,29.34,1.49,2025-03-30,11:22:21,4,8,79
24798,11.09,0.59,2025-09-04,17:24:59,1,1,146
24799,33.98,1.88,2025-04-24,14:38:11,2,10,122
24800,19.56,0.86,2025-06-30,20:50:24,5,6,26
24801,19.02,0.82,2025-01-02,19:55:20,5,3,200
24802,38.18,2.13,2025-02-14,20:00:01,2,1,44
24803,24.2,1.25,2025-01-19,11:03:40,3,2,70
24804,30.53,1.68,2025-11-22,11:06:03,2,2,81
24805,22.44,1.14,2025-02-05,11:15:42,3,9,151
24806,11.7,0.45,2025-12-26,11:48:15,4,3,250
24807,7.05,0.3,2026-02-12,17:56:32,2,4,236
24808,22.22,1.07,2025-12-18,17:47:20,4,4,224
24809,16.34,0.84,2025-07-22,12:14:12,2,5,57
24810,23.58,1.33,2025-08-15,19:22:44,1,8,203
24811,15.72,0.87,2025-06-16,22:09:25,1,2,74
24812,16.16,0.66,2026-04-02,12:26:31,5,9,16
24813,22.92,1.17,2025-06-21,18:57:07,3,9,30
24814,22.49,1.09,2026-03-19,19:32:15,4,4,12
24815,14.75,0.75,2026-03-03,22:19:46,2,9,146
24816,24.52,1.27,2026-03-14,12:53:50,3,7,181
24817,14.75,0.75,2025-09-09,11:12:34,2,2,131
24818,8.32,0.37,2026-03-02,19:09:32,2,7,165
24819,27.56,1.56,2025-02-23,19:55:21,1,9,218
24820,31.67,1.57,2025-12-25,18:22:14,5,7,155
24821,16.43,0.73,2025-06-28,11:26:03,4,3,179
24822,27.06,1.36,2026-02-27,16:59:38,4,9,249
24823,15.34,0.84,2026-04-01,12:52:16,1,3,166
24824,29.35,1.55,2025-06-08,14:35:13,3,5,22
24825,40.14,2.24,2025-06-03,18:56:37,2,2,240
24826,13.73,0.63,2025-08-03,18:48:02,3,3,226
24827,25.8,1.4,2025-04-29,13:21:20,2,4,129
24828,9.38,0.43,2025-08-15,18:03:09,2,3,245
24829,13.48,0.73,2025-06-27,11:29:56,1,6,78
24830,10.85,0.4,2025-03-11,15:48:53,4,9,12
24831,36.62,1.92,2026-03-27,15:09:35,4,1,42
24832,16.18,0.78,2025-06-03,13:16:09,3,5,173
24833,18.71,0.81,2025-10-05,20:39:19,5,6,25
24834,33.41,1.91,2025-10-17,13:50:28,1,10,157
24835,30.09,1.59,2026-03-23,18:35:01,3,9,88
24836,79.18,4.48,2026-02-14,12:29:10,3,5,185
24837,22.67,1.22,2026-02-25,19:26:02,2,3,82
24838,18.6,0.8,2025-06-03,20:45:49,5,7,187
24839,21.16,1.01,2025-07-18,17:53:03,4,6,228
24840,21.19,1.19,2025-09-04,17:28:25,1,4,156
24841,38.58,1.98,2025-04-04,18:38:46,5,8,236
24842,26.3,1.25,2025-04-26,13:43:38,5,4,213
24843,16.24,0.84,2025-09-30,22:09:26,2,10,9
24844,23.79,1.34,2025-10-14,20:37:47,1,9,162
24845,19.27,1.07,2025-06-20,16:23:35,1,8,106
24846,29.18,1.48,2025-04-27,19:39:23,4,2,97
24847,23.06,1.06,2025-11-22,17:09:56,5,6,159
24848,18.66,0.86,2025-07-14,16:46:36,4,7,219
24849,26.26,1.31,2025-10-17,16:15:20,4,10,248
24850,7.58,0.33,2025-05-13,13:15:51,2,9,224
24851,40.2,2.25,2025-07-03,21:04:49,2,7,173
24852,25.97,1.47,2026-01-19,11:25:52,1,3,129
24853,26.63,1.33,2025-08-23,19:39:57,4,3,48
24854,21.33,1.08,2025-12-07,12:06:42,3,8,37
24855,23.89,1.29,2025-04-19,17:47:48,2,6,107
24856,30.27,1.72,2026-02-21,19:59:28,1,3,88
24857,19.98,0.88,2026-03-20,21:24:38,5,6,42
24858,37.44,2.14,2025-09-10,17:08:57,1,5,81
24859,32.91,1.76,2025-01-15,14:47:55,3,8,98
24860,22.32,1.02,2026-03-03,18:43:43,5,8,174
24861,16.34,0.84,2025-12-12,11:47:00,2,3,51
24862,8.05,0.3,2025-08-07,21:51:18,3,7,30
24863,10.55,0.5,2025-07-06,18:59:35,2,3,175
24864,35.88,1.93,2025-10-02,12:35:06,3,7,212
24865,36.37,2.02,2026-03-09,11:39:12,2,1,205
24866,25.42,1.32,2025-02-02,11:13:17,3,5,160
24867,6.37,0.32,2025-06-05,15:43:52,1,9,2
24868,9.91,0.41,2026-01-30,15:30:54,3,5,47
24869,17.51,0.91,2025-12-04,18:07:15,2,8,53
24870,16.83,0.93,2025-07-19,11:53:33,1,5,123
24871,29.35,1.55,2025-09-21,19:54:02,3,7,149
24872,19.63,0.98,2026-04-03,11:08:50,3,6,209
24873,40.43,2.08,2025-04-06,16:15:51,5,9,17
24874,26.47,1.32,2025-12-16,16:51:48,4,4,92
24875,29.9,1.7,2025-10-27,16:08:06,1,10,97
24876,39.58,2.03,2025-07-30,11:56:55,5,1,233
24877,16.64,0.74,2025-06-16,11:43:38,4,10,20
24878,15.69,0.69,2025-04-02,11:19:39,4,10,171
24879,8.92,0.47,2026-03-06,19:55:10,1,9,16
24880,27.95,1.35,2025-11-01,19:59:24,5,4,232
24881,11.22,0.42,2025-09-03,17:46:23,4,6,169
24882,24.74,1.34,2025-04-05,20:55:03,2,5,242
24883,16.44,0.79,2025-08-06,15:34:08,3,5,240
24884,7.68,0.33,2025-05-14,13:51:46,2,9,170
24885,19.19,0.89,2025-05-19,19:08:03,4,9,203
24886,8.92,0.47,2025-04-09,11:18:59,1,6,94
24887,17.89,0.99,2025-11-04,19:12:20,1,4,19
24888,17.61,0.86,2026-04-04,14:57:18,3,3,12
24889,23.71,1.16,2026-03-25,16:03:04,4,3,65
24890,24.02,1.12,2025-07-30,11:36:33,5,4,243
24891,18.26,0.96,2025-01-28,18:27:06,2,2,75
24892,20.75,1.1,2026-02-06,16:16:49,2,9,2
24893,21.33,1.08,2025-05-11,20:06:27,3,1,161
24894,19.49,1.09,2025-05-23,19:23:26,1,8,12
24895,39.54,2.09,2025-11-01,14:02:21,4,1,90
24896,9.64,0.39,2026-03-15,17:36:57,3,9,62
24897,9.49,0.44,2025-12-16,12:37:01,2,3,76
24898,19.97,1.12,2025-05-18,13:27:05,1,1,131
24899,20.71,1.16,2025-12-09,19:05:47,1,6,166
24900,20.42,1.02,2025-06-30,17:49:31,3,6,74
24901,26.86,1.46,2025-09-05,12:01:47,2,8,9
24902,15.39,0.79,2025-05-06,20:07:50,2,2,217
24903,16.22,0.72,2025-04-28,12:52:35,4,9,219
24904,14.3,0.55,2026-01-23,13:25:33,5,8,187
24905,29.29,1.49,2025-03-12,11:46:03,4,8,110
24906,40.59,2.09,2025-12-23,15:01:26,5,5,33
24907,29.79,1.69,2025-04-10,16:41:31,1,8,90
24908,24.15,1.3,2025-03-28,15:46:45,2,9,232
24909,11.38,0.38,2025-09-01,21:06:22,5,8,247
24910,27.52,1.32,2025-12-04,19:39:35,5,1,183
24911,14.86,0.76,2025-04-02,18:19:30,2,3,220
24912,32.47,1.62,2026-04-03,17:30:13,5,5,191
24913,11.06,0.36,2026-01-15,16:19:30,5,9,198
24914,13.01,0.71,2026-04-05,16:54:29,1,1,81
24915,28.5,1.5,2026-04-02,13:10:32,3,10,237
24916,38.01,2.06,2025-01-27,17:53:13,3,9,189
24917,11.11,0.36,2025-03-08,13:30:53,5,2,181
24918,18.94,0.94,2025-02-07,16:09:01,3,10,191
24919,9.07,0.42,2026-03-01,19:11:55,2,1,109
24920,28.72,1.57,2025-03-12,15:52:00,2,8,148
24921,19.24,0.84,2025-08-19,14:23:20,5,4,25
24922,11.09,0.59,2025-11-10,12:23:50,1,2,17
24923,36.9,2.05,2025-09-15,20:40:02,2,6,52
24924,16.34,0.84,2025-06-14,18:34:52,2,2,128
24925,16.38,0.73,2025-07-26,13:34:44,4,10,70
24926,14.24,0.54,2026-03-25,21:11:09,5,4,26
24927,34.5,1.85,2025-05-18,20:26:09,3,10,248
24928,10.32,0.37,2025-05-17,21:51:04,4,2,242
24929,28.27,1.37,2025-03-24,21:33:30,5,4,208
24930,16.58,0.68,2025-05-01,14:36:40,5,9,165
24931,29.67,1.57,2025-11-29,20:20:19,3,10,46
24932,33.96,1.76,2025-02-20,12:11:08,4,10,73
24933,26.86,1.46,2025-12-28,13:14:13,2,4,165
24934,18.18,0.78,2025-09-07,21:53:54,5,7,188
24935,10.17,0.42,2025-02-26,20:01:54,3,3,222
24936,14.16,0.66,2025-03-11,17:30:48,3,5,71
24937,46.97,2.47,2025-10-09,21:39:33,5,4,75
24938,28.92,1.52,2025-07-10,13:34:56,3,1,194
24939,14.79,0.69,2025-09-30,21:10:04,3,10,81
24940,24.22,1.37,2025-04-22,14:52:37,1,7,61
24941,18.68,0.98,2025-10-01,13:46:55,2,5,191
24942,31.67,1.57,2025-06-06,21:26:27,5,5,29
24943,18.73,0.93,2025-09-26,15:33:30,3,2,195
24944,29.88,1.58,2025-10-01,15:01:19,3,7,100
24945,31.1,1.65,2025-10-02,11:34:45,3,8,240
24946,15.28,0.78,2025-09-15,20:56:02,2,8,238
24947,17.57,0.97,2025-12-01,21:21:59,1,9,74
24948,25.31,1.31,2026-02-15,14:06:51,3,6,2
24949,32.36,1.61,2025-12-09,11:13:58,5,7,199
24950,10.85,0.4,2025-09-08,17:00:22,4,7,185
24951,17.93,0.88,2025-01-12,20:19:12,3,1,133
24952,12.16,0.66,2025-12-17,11:12:20,1,2,23
24953,21.6,1.15,2026-02-18,20:51:35,2,1,4
24954,18.99,0.94,2025-05-18,20:35:05,3,6,161
24955,9.17,0.42,2025-12-04,19:46:29,2,9,143
24956,43.78,2.28,2026-02-13,16:26:03,5,6,119
24957,26.12,1.42,2025-02-05,14:52:22,2,6,27
24958,22.9,1.05,2025-02-08,12:11:08,5,8,235
24959,17.47,0.97,2025-08-05,17:40:39,1,6,32
24960,15.18,0.78,2025-06-21,13:01:50,2,2,126
24961,36.94,1.94,2025-06-03,21:33:09,4,1,75
24962,19.21,1.01,2026-02-01,21:58:41,2,10,206
24963,13.79,0.69,2025-08-06,20:01:14,2,9,43
24964,32.17,1.77,2025-01-12,16:14:16,2,2,203
24965,40.51,2.21,2026-02-03,21:38:21,3,6,47
24966,39.59,2.09,2026-04-02,15:52:39,4,2,72
24967,8.05,0.3,2025-12-13,16:22:29,3,9,241
24968,7.43,0.38,2025-02-17,22:12:33,1,1,58
24969,28.88,1.58,2025-09-23,14:42:13,2,4,113
24970,8.95,0.35,2025-08-13,20:56:41,3,9,232
24971,31.11,1.71,2025-05-13,11:11:36,2,9,175
24972,44.93,2.58,2025-04-28,19:37:51,1,9,94
24973,16.58,0.68,2025-03-03,14:41:13,5,1,11
24974,14.52,0.62,2026-01-10,12:50:09,4,8,155
24975,17.52,0.97,2025-03-12,16:11:05,1,7,141
24976,29.58,1.68,2025-08-30,21:04:48,1,3,239
24977,32.1,1.65,2025-08-19,12:32:50,4,2,245
24978,31.64,1.74,2025-11-18,20:54:39,2,9,207
24979,42.16,2.36,2025-11-21,19:22:05,2,8,50
24980,24.12,1.12,2025-08-05,21:53:45,5,5,138
24981,31.57,1.62,2025-10-20,14:13:09,4,10,70
24982,29.44,1.44,2025-04-28,14:40:13,5,7,186
24983,20.55,1.15,2025-03-01,19:02:59,1,6,183
24984,28.72,1.57,2025-03-14,13:27:14,2,3,67
24985,28.8,1.4,2025-05-16,19:31:01,5,1,198
24986,28.29,1.49,2025-08-18,14:02:50,3,6,172
24987,24.23,1.13,2025-06-13,19:13:23,5,7,216
24988,14.23,0.78,2025-01-08,14:28:40,1,9,126
24989,37.67,1.92,2025-05-28,12:37:58,5,10,123
24990,19.33,1.08,2025-02-19,13:36:40,1,2,51
24991,10.37,0.32,2025-09-19,19:59:36,5,1,171
24992,29.67,1.57,2025-12-30,18:15:57,3,6,176
24993,17.02,0.82,2025-03-10,16:23:37,3,5,30
24994,34.08,1.83,2025-05-09,17:28:56,3,10,84
24995,9.45,0.5,2025-12-30,15:36:13,1,2,67
24996,27.35,1.55,2025-11-13,14:05:23,1,10,133
24997,21.13,1.18,2025-05-12,17:31:11,1,3,135
24998,22.06,1.06,2026-03-27,16:57:05,4,1,230
24999,24.46,1.26,2025-03-29,12:47:40,3,4,16
25000,20.42,0.97,2026-02-10,11:25:56,4,4,240
25001,26.94,1.29,2025-12-14,18:11:58,5,6,124
25002,13.22,0.72,2025-08-02,21:14:41,1,4,6
25003,29.1,1.65,2026-01-06,14:53:23,1,1,6
25004,32.62,1.62,2025-07-14,18:47:20,5,3,112
25005,21.74,1.04,2025-07-02,11:10:44,4,2,174
25006,6.05,0.3,2026-02-13,11:52:56,1,3,89
25007,8.11,0.36,2025-05-08,16:48:00,2,1,75
25008,14.67,0.57,2025-05-15,13:18:27,5,7,133
25009,40.04,2.24,2025-02-07,20:09:32,2,5,9
25010,35.89,1.99,2025-12-15,19:37:49,2,5,141
25011,15.73,0.63,2025-10-13,12:02:12,5,6,232
25012,22.75,1.1,2025-12-27,21:03:56,4,10,154
25013,22.76,1.16,2025-11-05,15:10:38,3,9,161
25014,8.64,0.39,2025-11-09,19:35:25,2,3,235
25015,27.29,1.49,2025-08-21,11:02:05,2,1,97
25016,30.06,1.71,2025-04-03,18:58:16,1,4,65
25017,51.15,2.95,2025-01-07,13:36:42,1,5,196
25018,15.71,0.81,2025-09-01,15:06:45,2,6,163
25019,17.43,0.73,2025-09-04,12:28:22,5,9,211
25020,10.26,0.31,2025-09-20,15:49:37,5,7,134
25021,15.34,0.84,2026-02-28,12:59:43,1,1,85
25022,24.48,1.38,2025-02-04,21:50:07,1,7,205
25023,39.55,2.15,2025-03-11,21:33:53,3,7,53
25024,23.97,1.12,2025-03-02,11:56:06,5,9,167
25025,32.64,1.74,2025-06-15,21:52:54,3,3,69
25026,33.71,1.81,2025-04-16,11:40:39,3,10,129
25027,22.25,1.25,2025-09-05,19:32:05,1,1,236
25028,6.79,0.34,2026-03-19,16:03:08,1,2,226
25029,19.95,1.0,2025-05-15,11:33:18,3,8,219
25030,38.59,2.09,2025-03-18,17:30:04,3,6,224
25031,21.18,1.13,2026-03-17,20:00:55,2,1,34
25032,42.72,2.22,2025-10-06,16:31:58,5,5,167
25033,19.33,1.08,2026-03-10,21:00:55,1,9,168
